"Ion Mode","Name","Formula","Molecular Weight","RT [Min]","Levels","Fish Coverage"
"Neg","(2S)-2-Amino-4-(N'-methylcarbamimidamido)butanoic acid","C6 H14 N4 O2",174.11168,1.235,"MSI Level III; level 3",NA
"Neg","(2S)-2-Amino-4-(N'-methylcarbamimidamido)butanoic acid","C6 H14 N4 O2",174.11168,1.182,"MSI Level III; level 3",NA
"Neg","(2S)-2,4-Dihydroxy-2-(hydroxymethyl)-3-oxobutanoic acid","C5 H8 O6",164.03209,0.956,"MSI Level III; level 3",NA
"Neg","(2R,3S)-2,3-dimethylmalate","C6 H10 O5",162.05282,0.862,"MSI Level III; level 3",NA
"Neg","(1-Amino-2-hydroxyethyl)phosphonic acid","C2 H8 N O4 P",141.01909,0.817,"MSI Level I; level 3",NA
"Neg","({1-[(Benzyloxy)carbonyl]-3-pyrrolidinyl}oxy)acetic acid","C14 H17 N O5",279.11067,10.546,"MSI Level III; level 3",NA
"Neg","(-)-3-dehydroshikimic acid","C7 H8 O5",172.03717,0.996,"MSI Level I; level 3",NA
"Neg","(-)-(R)-citramalic acid","C5 H8 O5",148.03717,1.174,"MSI Level I; level 3",NA
"Neg","","C9 H15 N3 O4 S",261.07846,1.164,"MSI Level III; Level 4",NA
"Neg","","C14 H23 O3 P",270.13836,13.877,"MSI Level III; Level 4",NA
"Neg","","C H3 Cl O2",81.98214,0.763,"MSI Level III; Level 4",NA
"Neg","","C11 H19 N O5",245.12608,8.858,"MSI Level III; Level 4",NA
"Neg","","C13 H18 N4 O7",342.11635,0.863,"MSI Level III; Level 4",NA
"Neg","","C9 H10 N4 O3",222.07517,1.189,"MSI Level III; Level 4",NA
"Neg","","C9 H11 N O2",165.0789,2.3,"MSI Level III; Level 4",NA
"Neg","","C19 H40 N3 O16 P S",629.1865,0.859,"MSI Level III; Level 4",NA
"Neg","","C5 H6 O2",98.03667,0.859,"MSI Level III; Level 4",NA
"Neg","","C6 H8 O4",144.04215,0.85,"MSI Level III; Level 4",NA
"Neg","","C8 H N2 O4 P3",281.91557,1.208,"MSI Level III; Level 4",NA
"Neg","","C2 H7 N O2 S",109.01967,0.87,"MSI Level III; Level 4",NA
"Neg","","C11 H12 N2 O2",204.08988,7.201,"MSI Level III; Level 4",NA
"Neg","","C4 H6 N4 O3",158.04409,0.928,"MSI Level III; Level 4",NA
"Neg","","C2 H3 N9",153.05142,1.075,"MSI Level III; Level 4",NA
"Neg","","C9 H13 N7 O3",267.10827,8.86,"MSI Level III; Level 4",NA
"Neg","","C3 H5 N2 P S",131.99087,1.421,"MSI Level III; Level 4",NA
"Neg","","C4 H Cl N4 O4 P2 S",297.88952,1.008,"MSI Level III; Level 4",NA
"Neg","","C4 H4 O2",84.02111,0.849,"MSI Level III; Level 4",NA
"Neg","","C2 H7 O7 P",173.99308,1.101,"MSI Level III; Level 4",NA
"Neg","","C6 H10 O7",194.04258,0.828,"MSI Level III; Level 4",NA
"Neg","","C3 H2 N6 O2",154.02414,1.473,"MSI Level III; Level 4",NA
"Neg","","C5 H8 O5",148.0371,0.788,"MSI Level III; Level 4",NA
"Neg","","C4 H3 N9",177.05126,1.02,"MSI Level III; Level 4",NA
"Neg","","C24 H37 N5 O16",651.22462,0.903,"MSI Level III; Level 4",NA
"Neg","","C23 H4 N2 O13 P2",577.91902,0.961,"MSI Level III; Level 4",NA
"Neg","","C5 H5 N3",107.0483,1.205,"MSI Level III; Level 4",NA
"Neg","","C5 H10 O3",118.06291,1.447,"MSI Level III; Level 4",NA
"Neg","","C6 H N6 O10 P3 S2",473.84091,0.065,"MSI Level III; Level 4",NA
"Neg","","C9 H20 N4 O4",248.1483,1.084,"MSI Level III; Level 4",NA
"Neg","","C10 H13 N2 P S",224.05309,0.886,"MSI Level III; Level 4",NA
"Neg","","C14 H17 N O5",279.1106,10.327,"MSI Level III; Level 4",NA
"Neg","","C4 H8 N3 O4 P",193.02519,1.02,"MSI Level III; Level 4",NA
"Neg","","C5 H6 Cl O14 P3 S",449.83856,1.001,"MSI Level III; Level 4",NA
"Neg","","C17 H37 N10 O4 P3 S3",634.13655,1.195,"MSI Level III; Level 4",NA
"Neg","","C25 H40 N7 O5 P3 S",643.20188,0.88,"MSI Level III; Level 4",NA
"Neg","","C6 H8 O8",208.02174,0.787,"MSI Level III; Level 4",NA
"Neg","","C22 H12 N7 O15 P3",706.96095,0.943,"MSI Level III; Level 4",NA
"Neg","","C5 H4 O4",128.01093,1.182,"MSI Level III; Level 4",NA
"Neg","","C9 H9 N3 O7",271.04339,1.33,"MSI Level III; Level 4",NA
"Neg","","C4 H2 Cl N6 O14 P3 S",517.82549,0.997,"MSI Level III; Level 4",NA
"Neg","","C17 H45 N8 O18 P S",712.2317,0.881,"MSI Level III; Level 4",NA
"Neg","","C26 H56 N3 O14 P3 S2",791.24208,0.861,"MSI Level III; Level 4",NA
"Neg","","C6 H3 Cl O11 S3",381.85107,1.004,"MSI Level III; Level 4",NA
"Neg","","C18 H7 N6 O6 P3 S2",559.90841,0.946,"MSI Level III; Level 4",NA
"Neg","","C23 H45 N O13 P2 S",637.20921,0.876,"MSI Level III; Level 4",NA
"Neg","","C9 H11 N5 O3",237.08604,1.183,"MSI Level III; Level 4",NA
"Neg","","C6 H17 N2 O13 P S",388.01751,0.758,"MSI Level III; Level 4",NA
"Neg","","C5 H10 O3",118.06291,1.632,"MSI Level III; Level 4",NA
"Neg","","C29 H31 N8 O3 P S",602.19636,13.459,"MSI Level III; Level 4",NA
"Neg","","C6 H7 N S",125.03003,0.843,"MSI Level III; Level 4",NA
"Neg","","C5 H5 N3",107.04829,0.035,"MSI Level III; Level 4",NA
"Neg","","C12 H14 N2 O5",266.0901,2.98,"MSI Level III; Level 4",NA
"Neg","","C12 H24 N2 O3",244.17844,10.02,"MSI Level III; Level 4",NA
"Neg","","C10 H6 N4 O3 S4",357.9313,1.426,"MSI Level III; Level 4",NA
"Neg","","C6 H6 Cl N4 O14 P3",485.87799,0.983,"MSI Level III; Level 4",NA
"Neg","","C12 H24 N2 O3",244.1784,10.191,"MSI Level III; Level 4",NA
"Neg","","C9 H18 N2 O3",202.13176,3.436,"MSI Level III; Level 4",NA
"Neg","","C28 H28 N10 O7",616.21444,13.497,"MSI Level III; Level 4",NA
"Neg","","C14 H20 O5",268.13094,13.469,"MSI Level III; Level 4",NA
"Neg","","C26 H47 N2 O17 P S2",754.20463,0.854,"MSI Level III; Level 4",NA
"Neg","","C4 H6 Br N5 O11 P2 S",472.84362,0.026,"MSI Level III; Level 4",NA
"Neg","","C11 H15 N O4",225.09998,13.702,"MSI Level III; Level 4",NA
"Neg","","C30 H26 N3 O17 P",731.10052,1.143,"MSI Level III; Level 4",NA
"Neg","","C18 H16 N2 O17 P2 S",625.9643,13.986,"MSI Level III; Level 4",NA
"Neg","","C9 H9 N4 O10 P3 S5",585.81411,0.991,"MSI Level III; Level 4",NA
"Neg","","C3 H Br N2 S2",207.87703,0.765,"MSI Level III; Level 4",NA
"Neg","","C15 H17 N4 O6 P",380.08977,0.838,"MSI Level III; Level 4",NA
"Neg","","C2 H5 N O3 S",122.99888,0.836,"MSI Level III; Level 4",NA
"Neg","","C2 H2 Cl N4 O4 P S2",275.89412,0.779,"MSI Level III; Level 4",NA
"Neg","","C3 H3 Br O4 S",213.89398,0.771,"MSI Level III; Level 4",NA
"Neg","","C5 H Br N P S",216.87562,0.764,"MSI Level III; Level 4",NA
"Neg","","C5 H Cl N4 O16 P2 S2",533.79927,1.001,"MSI Level III; Level 4",NA
"Neg","","C24 H4 N2 O14 P2",605.91371,0.936,"MSI Level III; Level 4",NA
"Neg","","C10 H21 N2 O18 P3 S",581.97247,13.96,"MSI Level III; Level 4",NA
"Neg","","C H4 Cl2 N O4 P3 S2",320.8187,0.769,"MSI Level III; Level 4",NA
"Neg","","C H Cl3 N O2 P3",256.82933,0.733,"MSI Level III; Level 4",NA
"Neg","","C7 H10 N2 O2 S2",218.01918,1.106,"MSI Level III; Level 4",NA
"Neg","","C8 H14 O4",174.08919,9.285,"MSI Level III; Level 4",NA
"Neg","","C8 H8 N10 O13 P2 S2",577.9192,1.158,"MSI Level III; Level 4",NA
"Neg","","C5 H16 N4 O13 P2",402.01723,0.811,"MSI Level III; Level 4",NA
"Neg","","C4 H4 N8 O2",196.0459,1.021,"MSI Level III; Level 4",NA
"Neg","","C H Cl3 N O2 P3",256.82937,0.813,"MSI Level III; Level 4",NA
"Neg","","C H4 N O4 P",124.98795,1.025,"MSI Level III; Level 4",NA
"Neg","","C7 H15 N3 O5",221.10106,1.099,"MSI Level III; Level 4",NA
"Neg","","C18 H36 O2",284.27141,14.106,"MSI Level III; Level 4",NA
"Neg","","C28 H41 N10 O9 P3 S",786.19853,13.275,"MSI Level III; Level 4",NA
"Neg","","C7 H10 N6 O2",210.08668,11.432,"MSI Level III; Level 4",NA
"Neg","","C12 H19 N5 O3",281.14742,1.152,"MSI Level III; Level 4",NA
"Neg","","C11 H22 N2 O3",230.16293,6.142,"MSI Level III; Level 4",NA
"Neg","","C H Cl N7 O3 P3 S3",382.81899,0.773,"MSI Level III; Level 4",NA
"Neg","","C10 H23 N O4 S2",285.10583,0.871,"MSI Level III; Level 4",NA
"Neg","","C5 H4 O2",96.02112,0.866,"MSI Level III; Level 4",NA
"Neg","","C8 H5 N O2",147.03276,0.903,"MSI Level III; Level 4",NA
"Neg","","C21 H12 N5 O12 P3",618.96924,0.695,"MSI Level III; Level 4",NA
"Neg","","C16 H32 O2",256.24007,14.032,"MSI Level III; Level 4",NA
"Neg","","C12 H13 N O5",251.07918,7.932,"MSI Level III; Level 4",NA
"Neg","","C2 H3 Cl O6 S4",285.84958,0.774,"MSI Level III; Level 4",NA
"Neg","","C H Cl O3 S4",223.84927,0.77,"MSI Level III; Level 4",NA
"Neg","","C4 H8 O2",88.05246,1.494,"MSI Level III; Level 4",NA
"Neg","","C28 H27 N7 O10 P2 S2",747.07418,1.124,"MSI Level III; Level 4",NA
"Neg","","C14 H14 N8 O18 P2 S",675.96235,14.083,"MSI Level III; Level 4",NA
"Neg","","C7 H Cl N2 O12 P2 S2",465.81241,1.005,"MSI Level III; Level 4",NA
"Neg","","C15 H3 O11 P",389.94226,1.422,"MSI Level III; Level 4",NA
"Neg","","C21 H28 O S",328.18767,13.494,"MSI Level III; Level 4",NA
"Neg","","C9 H29 N9 O5 P2 S",437.14847,13.191,"MSI Level III; Level 4",NA
"Neg","","C2 H5 O15 P S",331.90892,0.773,"MSI Level III; Level 4",NA
"Neg","","C18 H47 N10 O5 P S",546.32151,13.102,"MSI Level III; Level 4",NA
"Neg","","C H Cl N3 O P S3",232.87025,0.792,"MSI Level III; Level 4",NA
"Neg","","C4 H7 N3 O",113.05894,1.285,"MSI Level III; Level 4",NA
"Neg","","C26 H28 N5 O15 P3",743.07961,0.841,"MSI Level III; Level 4",NA
"Neg","","C16 H27 N3 O12 P2",515.10841,0.946,"MSI Level III; Level 4",NA
"Neg","","C20 H25 N O4 S",375.15179,10.831,"MSI Level III; Level 4",NA
"Neg","","C24 H24 N4 O4",432.17875,13.554,"MSI Level III; Level 4",NA
"Neg","","C16 H39 N2 O17 P3 S",656.11875,1.209,"MSI Level III; Level 4",NA
"Neg","","C19 H19 N10 O9 P3 S",656.0271,0.689,"MSI Level III; Level 4",NA
"Neg","","C3 H4 N2 O2 S",131.99955,0.073,"MSI Level III; Level 4",NA
"Neg","","C7 H3 Cl N2 O11",325.94206,1.106,"MSI Level III; Level 4",NA
"Neg","","C22 H28 N9 O P S5",625.07594,0.829,"MSI Level III; Level 4",NA
"Neg","","C8 H13 N3 O6 P2 S3",404.94523,0.929,"MSI Level III; Level 4",NA
"Neg","","C2 H4 N2 P2 S",149.95688,1.427,"MSI Level III; Level 4",NA
"Neg","","C9 H13 N4 O13 P3 S5",637.82947,0.98,"MSI Level III; Level 4",NA
"Neg","","C22 H9 N4 O17 P",631.97029,14.045,"MSI Level III; Level 4",NA
"Neg","","C2 H N4 O3 P3 S",253.89807,1.434,"MSI Level III; Level 4",NA
"Neg","","C4 H7 N7 O2",185.06637,1.1,"MSI Level III; Level 4",NA
"Neg","","C6 H11 N3 O12 P2",378.98038,0.718,"MSI Level III; Level 4",NA
"Neg","","C24 H50 N8 O12 P2 S",736.27304,13.09,"MSI Level III; Level 4",NA
"Neg","","C8 H13 N O4",187.08447,8.318,"MSI Level III; Level 4",NA
"Neg","","C3 H3 N3 O3 S",160.98895,1.466,"MSI Level III; Level 4",NA
"Neg","","C17 H41 N10 O14 P S",672.22592,13.089,"MSI Level III; Level 4",NA
"Neg","","C7 H10 N2 O8 P2",311.99175,0.771,"MSI Level III; Level 4",NA
"Neg","","C2 H6 Cl N8 O2 P3 S2",365.89661,0.748,"MSI Level III; Level 4",NA
"Neg","","C6 H9 N3 O2",155.0694,0.118,"MSI Level III; Level 4",NA
"Neg","","C4 H5 Cl N2 O",132.00909,0.756,"MSI Level III; Level 4",NA
"Neg","","C8 H10 Cl N4 O6 P S2",387.94655,1.419,"MSI Level III; Level 4",NA
"Neg","","C5 H5 Cl N3 O9 P S",348.91813,0.738,"MSI Level III; Level 4",NA
"Neg","","C20 H44 N5 O5 P S",497.28079,13.093,"MSI Level III; Level 4",NA
"Neg","","C5 H9 O8 P",228.00326,0.738,"MSI Level III; Level 4",NA
"Neg","","C6 H2 Cl N3 O3",198.97761,0.814,"MSI Level III; Level 4",NA
"Neg","","C2 H Br2 N",196.84834,0.765,"MSI Level III; Level 4",NA
"Neg","","C14 H2 N8 O4 P2 S2",471.91186,1.432,"MSI Level III; Level 4",NA
"Neg","","C55 H91 N4 O17 P3",1172.55768,11.63,"MSI Level III; Level 4",NA
"Neg","","C33 H29 N3 O14 P2",753.11232,1.135,"MSI Level III; Level 4",NA
"Neg","","C15 H19 N8 O14 P3 S",659.99553,0.7,"MSI Level III; Level 4",NA
"Neg","","C3 H7 N O3 S",137.01467,0.883,"MSI Level III; Level 4",NA
"Neg","","C2 H4 Cl N3 O4 S4",296.87843,0.743,"MSI Level III; Level 4",NA
"Neg","","C38 H24 N7 O7 P",721.14778,13.141,"MSI Level III; Level 4",NA
"Neg","","C23 H47 N8 O13 P3 S",768.21913,0.859,"MSI Level III; Level 4",NA
"Neg","","C H2 N O4 P3 S2",248.86502,0.789,"MSI Level III; Level 4",NA
"Neg","","C6 H11 N3 O2",157.08524,1.186,"MSI Level III; Level 4",NA
"Neg","","C16 H39 N5 O15 P2 S",635.1645,0.921,"MSI Level III; Level 4",NA
"Neg","","C15 H29 N3 O4",315.2162,12.231,"MSI Level III; Level 4",NA
"Neg","","C3 H2 Cl N O10 P2 S3",404.80141,0.782,"MSI Level III; Level 4",NA
"Neg","","C61 H90 O18 P2",1172.56067,11.46,"MSI Level III; Level 4",NA
"Neg","","C2 H2 Cl2 P2 S",189.87336,0.788,"MSI Level III; Level 4",NA
"Neg","","C12 H5 N3 O2",223.03896,0.95,"MSI Level III; Level 4",NA
"Neg","","C25 H50 O10",510.33853,13.637,"MSI Level III; Level 4",NA
"Neg","","C H2 N O6 P3 S4",344.79725,0.786,"MSI Level III; Level 4",NA
"Neg","","C36 H46 N7 O9 P",751.30939,9.46,"MSI Level III; Level 4",NA
"Neg","","C5 H11 O7 P",214.02422,0.778,"MSI Level III; Level 4",NA
"Neg","","C8 H16 N3 O16 P3 S2",566.91871,1.058,"MSI Level III; Level 4",NA
"Neg","","C22 H13 N5 O3 P2 S2",520.99379,1.033,"MSI Level III; Level 4",NA
"Neg","","C15 H18 N7 O18 P3",676.99261,1.083,"MSI Level III; Level 4",NA
"Neg","","C35 H72 O16",748.48402,1.075,"MSI Level III; Level 4",NA
"Neg","","C38 H57 N7 O13 P2 S4",1009.23557,0.705,"MSI Level III; Level 4",NA
"Neg","","C19 H2 N8 O12 P2 S",627.89761,0.985,"MSI Level III; Level 4",NA
"Neg","","C36 H46 N7 O9 P",751.30962,9.366,"MSI Level III; Level 4",NA
"Neg","","C42 H31 N8 O6 P",774.2104,1.192,"MSI Level III; Level 4",NA
"Neg","","C6 H7 N3",121.06398,0.051,"MSI Level III; Level 4",NA
"Neg","","C5 H4 N4 O4",184.02319,1.191,"MSI Level III; Level 4",NA
"Neg","","C2 H4 N O3 P3 S5",342.80051,0.772,"MSI Level III; Level 4",NA
"Neg","","C33 H22 N3 O9 P3",697.05561,0.699,"MSI Level III; Level 4",NA
"Neg","","C6 H10 N8 O4",258.08285,1.223,"MSI Level III; Level 4",NA
"Neg","","C2 H3 N5 O18 P2",446.89436,0.75,"MSI Level III; Level 4",NA
"Neg","","C14 H32 N3 O17 P S",577.11896,10.617,"MSI Level III; Level 4",NA
"Neg","","C5 H N9 O6 P2",344.95219,1.505,"MSI Level III; Level 4",NA
"Neg","","C2 H N7 O2",155.01942,0.951,"MSI Level III; Level 4",NA
"Neg","","C4 H11 Cl N2 O4 S2",249.98519,0.79,"MSI Level III; Level 4",NA
"Neg","","C3 H10 N2 P2 S",168.00335,0.999,"MSI Level III; Level 4",NA
"Neg","","C2 H2 Cl2 N5 O14 P",420.87149,0.741,"MSI Level III; Level 4",NA
"Neg","","C8 H10 N O5 P",231.02942,0.966,"MSI Level III; Level 4",NA
"Neg","","C7 H9 N3 O2",167.06937,0.157,"MSI Level III; Level 4",NA
"Neg","","C6 H11 N3 O4",189.07481,0.977,"MSI Level III; Level 4",NA
"Neg","","C3 H11 N5 O18 P2",466.95706,1.125,"MSI Level III; Level 4",NA
"Neg","","C6 H7 N3 O3",169.04866,0.117,"MSI Level III; Level 4",NA
"Neg","","C7 H9 N O4",171.05307,1.197,"MSI Level III; Level 4",NA
"Neg","","C80 H161 N8 O2 P",1297.24795,1.159,"MSI Level III; Level 4",NA
"Neg","","C H2 Cl N O S4",206.87079,0.789,"MSI Level III; Level 4",NA
"Neg","","C5 H5 N3",107.04832,0.816,"MSI Level III; Level 4",NA
"Neg","","C5 H6 N7 O2 P3",288.9789,0.967,"MSI Level III; Level 4",NA
"Neg","","C9 H23 N6 O13 P3",516.0536,0.951,"MSI Level III; Level 4",NA
"Neg","","C8 H15 N O7",237.08478,1.2,"MSI Level III; Level 4",NA
"Neg","","C3 H10 N4 S",134.06222,1.002,"MSI Level III; Level 4",NA
"Neg","","C2 H3 Cl N2 O5 P2 S3",327.83659,0.783,"MSI Level III; Level 4",NA
"Neg","","C82 H137 N O7",1248.03946,0.699,"MSI Level III; Level 4",NA
